date,region,sales_rep,product,deal_stage,deal_size,units_sold,unit_price,revenue,month,month_name,quarter,day_of_week,is_won,revenue_per_unit
2023-01-20,West,Bob,Software Liscense,Closed Lost,Medium,3,11615.64,0.0,1,Jan,1,Friday,0,0.0
2023-08-29,East,Henry,Hardware,Closed Won,Small,5,7411.74,37058.7,8,Aug,3,Tuesday,1,7411.74
2023-04-24,Unknown,Henry,Consulting,Closed Lost,Medium,12,14566.08,0.0,4,Apr,2,Monday,0,0.0
2023-04-13,North,Grace,Software Liscense,Closed Won,Medium,12,13043.53,156522.36,4,Apr,2,Thursday,1,13043.53
2023-08-24,West,Henry,Support Package,Closed Won,Medium,13,9211.49,119749.37,8,Aug,3,Thursday,1,9211.49
2023-06-29,North,Frank,Software Liscense,Closed Won,Large,9,10662.55,95962.95,6,Jun,2,Thursday,1,10662.55
2023-06-06,West,Henry,Software Liscense,Closed Won,Medium,7,7411.74,51882.18,6,Jun,2,Tuesday,1,7411.74
2023-04-27,West,Carol,Hardware,Closed Won,Medium,4,9646.17,38584.68,4,Apr,2,Thursday,1,9646.17
2023-04-25,South,Eva,Consulting,Closed Lost,Large,19,7106.92,0.0,4,Apr,2,Tuesday,0,0.0
2023-01-13,North,Frank,Support Package,Closed Won,Medium,19,7489.25,142295.75,1,Jan,1,Friday,1,7489.25
2023-12-04,South,Alice,Training,Closed Lost,Small,6,11487.76,0.0,12,Dec,4,Monday,0,0.0
2023-04-09,North,Grace,Training,Closed Won,Large,13,4587.82,59641.66,4,Apr,2,Sunday,1,4587.82
2023-07-24,South,Grace,Software Liscense,Closed Lost,Small,11,5111.57,0.0,7,Jul,3,Monday,0,0.0
2023-06-18,East,Grace,Hardware,Closed Won,Medium,13,13907.31,180795.03,6,Jun,2,Sunday,1,13907.31
2023-05-23,West,Alice,Hardware,Closed Won,Large,13,1315.25,17098.25,5,May,2,Tuesday,1,1315.25
2023-02-05,North,Alice,Training,Closed Lost,Medium,15,7541.7,0.0,2,Feb,1,Sunday,0,0.0
2023-05-23,North,Alice,Support Package,Closed Lost,Medium,13,13735.61,0.0,5,May,2,Tuesday,0,0.0
2023-06-29,West,Alice,Consulting,Closed Won,Medium,11,9350.26,102852.86,6,Jun,2,Thursday,1,9350.26
2023-11-25,North,Grace,Software License,Closed Won,Small,19,8422.9,160035.1,11,Nov,4,Saturday,1,8422.9
2023-09-18,North,Grace,Consulting,Closed Won,Large,8,4121.29,32970.32,9,Sep,3,Monday,1,4121.29
2023-07-24,South,Bob,Training,Closed Lost,Small,8,5477.49,0.0,7,Jul,3,Monday,0,0.0
2023-12-14,North,Frank,Consulting,Closed Won,Small,10,12854.7,128547.0,12,Dec,4,Thursday,1,12854.7
2023-10-02,East,Eva,Hardware,Closed Won,Small,16,8608.66,137738.56,10,Oct,4,Monday,1,8608.66
2023-06-19,East,Henry,Software Liscense,Closed Lost,Medium,19,7963.76,0.0,6,Jun,2,Monday,0,0.0
2023-01-15,West,Henry,Software Liscense,Closed Won,Medium,11,1943.91,21383.01,1,Jan,1,Sunday,1,1943.91
2023-03-01,North,Carol,Training,Closed Won,Medium,13,732.41,9521.33,3,Mar,1,Wednesday,1,732.41
2023-05-14,West,Grace,Hardware,Closed Won,Small,9,14473.44,130260.96,5,May,2,Sunday,1,14473.44
2023-04-02,East,Carol,Support Package,Closed Lost,Small,19,5966.3,0.0,4,Apr,2,Sunday,0,0.0
2023-10-25,North,Frank,Hardware,Closed Won,Small,16,9246.59,147945.44,10,Oct,4,Wednesday,1,9246.59
2023-05-16,North,Frank,Software Liscense,Closed Won,Small,7,1655.87,11591.09,5,May,2,Tuesday,1,1655.87
2023-01-20,West,Carol,Software Liscense,Closed Won,Medium,19,10405.16,197698.04,1,Jan,1,Friday,1,10405.16
2023-02-25,East,Grace,Hardware,Closed Won,Small,12,14022.22,168266.64,2,Feb,1,Saturday,1,14022.22
2023-11-02,North,Carol,Hardware,Closed Won,Small,15,8847.15,132707.25,11,Nov,4,Thursday,1,8847.15
2023-08-11,West,Henry,Software Liscense,Closed Won,Small,14,2328.67,32601.38,8,Aug,3,Friday,1,2328.67
2023-06-26,East,Bob,Support Package,Closed Won,Small,11,8934.96,98284.56,6,Jun,2,Monday,1,8934.96
2023-06-10,West,Henry,Training,Closed Won,Small,10,11612.03,116120.3,6,Jun,2,Saturday,1,11612.03
2023-08-12,South,David,Training,Closed Won,Small,11,6393.04,70323.44,8,Aug,3,Saturday,1,6393.04
2023-11-07,North,Grace,Software License,Closed Won,Medium,6,13257.65,79545.9,11,Nov,4,Tuesday,1,13257.65
2023-09-19,South,Grace,Training,Closed Lost,Medium,2,9905.9,0.0,9,Sep,3,Tuesday,0,0.0
2023-03-01,East,Eva,Software Liscense,Closed Won,Medium,11,13539.11,148930.21,3,Mar,1,Wednesday,1,13539.11
2023-07-17,South,Alice,Software Liscense,Closed Lost,Large,19,9540.83,0.0,7,Jul,3,Monday,0,0.0
2023-10-23,South,David,Hardware,Closed Lost,Small,6,2403.68,0.0,10,Oct,4,Monday,0,0.0
2023-04-08,East,Frank,Hardware,Closed Won,Medium,14,4990.53,69867.42,4,Apr,2,Saturday,1,4990.53
2023-05-11,West,Grace,Hardware,Closed Won,Large,6,3426.03,20556.18,5,May,2,Thursday,1,3426.03
2023-01-23,South,Carol,Support Package,Closed Won,Small,17,13677.98,232525.66,1,Jan,1,Monday,1,13677.98
2023-12-29,West,David,Training,Closed Won,Large,10,11525.8,115258.0,12,Dec,4,Friday,1,11525.8
2023-08-12,South,Eva,Hardware,Closed Won,Small,1,10307.78,10307.78,8,Aug,3,Saturday,1,10307.78
2023-01-01,West,Frank,Consulting,Closed Won,Small,3,4864.01,14592.03,1,Jan,1,Sunday,1,4864.01
2023-09-24,East,Alice,Consulting,Closed Won,Small,8,3168.65,25349.2,9,Sep,3,Sunday,1,3168.65
2023-10-03,South,Alice,Software Liscense,Closed Lost,Medium,8,11468.54,0.0,10,Oct,4,Tuesday,0,0.0
2023-12-18,East,Eva,Training,Closed Won,Medium,15,7375.29,110629.35,12,Dec,4,Monday,1,7375.29
2023-12-10,South,Eva,Hardware,Closed Lost,Medium,7,3773.95,0.0,12,Dec,4,Sunday,0,0.0
2023-04-11,East,Carol,Consulting,Closed Won,Small,11,9441.02,103851.22,4,Apr,2,Tuesday,1,9441.02
2023-07-06,East,Grace,Training,Closed Lost,Small,7,1084.84,0.0,7,Jul,3,Thursday,0,0.0
2023-08-09,South,Alice,Software Liscense,Closed Won,Small,4,5229.47,20917.88,8,Aug,3,Wednesday,1,5229.47
2023-02-05,South,Frank,Support Package,Closed Won,Small,12,7294.08,87528.96,2,Feb,1,Sunday,1,7294.08
2023-12-07,South,David,Training,Closed Lost,Large,6,2645.4,0.0,12,Dec,4,Thursday,0,0.0
2023-06-19,North,Frank,Training,Closed Won,Small,14,14777.49,206884.86,6,Jun,2,Monday,1,14777.49
2023-11-16,West,Bob,Support Package,Closed Won,Medium,12,3531.91,42382.92,11,Nov,4,Thursday,1,3531.91
2023-06-10,North,Bob,Training,Closed Lost,Medium,11,2390.12,0.0,6,Jun,2,Saturday,0,0.0
2023-12-06,North,Eva,Software Liscense,Closed Won,Small,19,3451.26,65573.94,12,Dec,4,Wednesday,1,3451.26
2023-03-05,East,Carol,Software Liscense,Closed Won,Medium,5,11651.39,58256.95,3,Mar,1,Sunday,1,11651.39
2023-06-03,South,Bob,Support Package,Closed Lost,Small,14,6669.83,0.0,6,Jun,2,Saturday,0,0.0
2023-09-17,West,Alice,Software License,Closed Lost,Small,16,8698.53,0.0,9,Sep,3,Sunday,0,0.0
2023-06-08,East,Frank,Consulting,Closed Lost,Small,13,804.63,0.0,6,Jun,2,Thursday,0,0.0
2023-12-08,North,Frank,Hardware,Closed Won,Medium,4,999.25,3997.0,12,Dec,4,Friday,1,999.25
2023-07-29,South,Eva,Training,Closed Lost,Small,11,6964.47,0.0,7,Jul,3,Saturday,0,0.0
2023-06-17,East,Grace,Consulting,Closed Won,Medium,17,12341.5,209805.5,6,Jun,2,Saturday,1,12341.5
2023-07-26,South,Grace,Support Package,Closed Lost,Medium,7,13335.96,0.0,7,Jul,3,Wednesday,0,0.0
2023-12-23,East,David,Support Package,Closed Lost,Small,14,1757.25,0.0,12,Dec,4,Saturday,0,0.0
2023-06-01,South,Eva,Consulting,Closed Lost,Medium,11,8306.26,0.0,6,Jun,2,Thursday,0,0.0
2023-10-11,North,Henry,Software Liscense,Closed Lost,Medium,9,13741.83,0.0,10,Oct,4,Wednesday,0,0.0
2023-03-07,West,David,Consulting,Closed Won,Small,13,6125.6,79632.8,3,Mar,1,Tuesday,1,6125.6
2023-04-09,North,Henry,Training,Closed Lost,Small,18,12528.7,0.0,4,Apr,2,Sunday,0,0.0
2023-08-04,West,Grace,Software Liscense,Closed Lost,Medium,11,2438.59,0.0,8,Aug,3,Friday,0,0.0
2023-12-07,South,Eva,Support Package,Closed Won,Small,15,14063.22,210948.3,12,Dec,4,Thursday,1,14063.22
2023-07-14,East,Henry,Consulting,Closed Lost,Medium,19,11395.64,0.0,7,Jul,3,Friday,0,0.0
2023-12-13,North,Eva,Hardware,Closed Won,Small,1,14149.35,14149.35,12,Dec,4,Wednesday,1,14149.35
2023-03-31,West,Eva,Hardware,Closed Lost,Small,4,10310.95,0.0,3,Mar,1,Friday,0,0.0
2023-11-12,North,Grace,Training,Closed Lost,Small,14,7411.74,0.0,11,Nov,4,Sunday,0,0.0
2023-10-19,West,David,Hardware,Closed Lost,Small,14,14103.63,0.0,10,Oct,4,Thursday,0,0.0
2023-06-04,North,David,Consulting,Closed Won,Medium,3,4495.72,13487.16,6,Jun,2,Sunday,1,4495.72
2023-07-27,West,Eva,Consulting,Closed Won,Small,17,5316.5,90380.5,7,Jul,3,Thursday,1,5316.5
2023-10-08,Unknown,Bob,Hardware,Closed Won,Medium,3,10661.72,31985.16,10,Oct,4,Sunday,1,10661.72
2023-01-01,South,Carol,Consulting,Closed Lost,Large,16,11597.09,0.0,1,Jan,1,Sunday,0,0.0
2023-06-05,West,Grace,Training,Closed Won,Medium,14,13976.35,195668.9,6,Jun,2,Monday,1,13976.35
2023-05-27,South,Carol,Software Liscense,Closed Won,Medium,13,3469.63,45105.19,5,May,2,Saturday,1,3469.63
2023-04-18,West,Carol,Training,Closed Lost,Small,15,12070.97,0.0,4,Apr,2,Tuesday,0,0.0
2023-08-09,East,David,Training,Closed Won,Small,14,11208.92,156924.88,8,Aug,3,Wednesday,1,11208.92
2023-10-24,East,David,Consulting,Closed Won,Medium,19,1425.02,27075.38,10,Oct,4,Tuesday,1,1425.02
2023-11-07,East,Bob,Software Liscense,Closed Won,Small,6,6114.74,36688.44,11,Nov,4,Tuesday,1,6114.74
2023-12-02,West,Carol,Consulting,Closed Lost,Medium,10,4600.1,0.0,12,Dec,4,Saturday,0,0.0
2023-06-14,South,Carol,Support Package,Closed Won,Small,15,4915.11,73726.65,6,Jun,2,Wednesday,1,4915.11
2023-08-27,South,Eva,Consulting,Closed Won,Medium,6,14752.73,88516.38,8,Aug,3,Sunday,1,14752.73
2023-08-15,West,David,Consulting,Closed Won,Large,10,7411.74,74117.4,8,Aug,3,Tuesday,1,7411.74
2023-08-15,East,Carol,Consulting,Closed Won,Large,7,10906.3,76344.1,8,Aug,3,Tuesday,1,10906.3
2023-12-12,East,Frank,Software Liscense,Closed Won,Medium,17,14660.96,249236.32,12,Dec,4,Tuesday,1,14660.96
2023-04-20,South,Bob,Consulting,Closed Won,Medium,18,5969.43,107449.74,4,Apr,2,Thursday,1,5969.43
2023-09-19,East,Henry,Software Liscense,Closed Won,Medium,17,12126.68,206153.56,9,Sep,3,Tuesday,1,12126.68
2023-08-31,North,Frank,Hardware,Closed Lost,Medium,9,6800.7,0.0,8,Aug,3,Thursday,0,0.0
2023-03-28,South,Frank,Support Package,Closed Won,Small,10,13108.24,131082.4,3,Mar,1,Tuesday,1,13108.24
2023-12-04,East,Henry,Software License,Closed Lost,Small,10,3119.53,0.0,12,Dec,4,Monday,0,0.0
2023-02-13,South,Grace,Hardware,Closed Lost,Small,7,14241.45,0.0,2,Feb,1,Monday,0,0.0
2023-05-26,North,Grace,Software Liscense,Closed Lost,Large,16,3672.19,0.0,5,May,2,Friday,0,0.0
2023-09-21,South,Bob,Software Liscense,Closed Lost,Small,18,5230.2,0.0,9,Sep,3,Thursday,0,0.0
2023-12-06,South,Frank,Support Package,Closed Won,Medium,6,11464.79,68788.74,12,Dec,4,Wednesday,1,11464.79
2023-11-21,South,Carol,Training,Closed Won,Medium,1,6209.45,6209.45,11,Nov,4,Tuesday,1,6209.45
2023-11-14,South,David,Training,Closed Won,Medium,1,9319.06,9319.06,11,Nov,4,Tuesday,1,9319.06
2023-06-21,North,Bob,Software Liscense,Closed Won,Medium,12,6946.32,83355.84,6,Jun,2,Wednesday,1,6946.32
2023-02-17,West,Eva,Consulting,Closed Lost,Small,2,11264.36,0.0,2,Feb,1,Friday,0,0.0
2023-05-01,South,Henry,Hardware,Closed Lost,Medium,4,3810.8,0.0,5,May,2,Monday,0,0.0
2023-12-11,South,Frank,Consulting,Closed Won,Medium,17,1347.64,22909.88,12,Dec,4,Monday,1,1347.64
2023-06-08,East,Bob,Consulting,Closed Won,Small,4,4848.98,19395.92,6,Jun,2,Thursday,1,4848.98
2023-04-26,South,Alice,Software Liscense,Closed Lost,Small,11,7377.48,0.0,4,Apr,2,Wednesday,0,0.0
2023-04-12,East,Alice,Software Liscense,Closed Won,Medium,4,2936.29,11745.16,4,Apr,2,Wednesday,1,2936.29
2023-03-17,West,Grace,Software Liscense,Closed Won,Medium,1,5644.56,5644.56,3,Mar,1,Friday,1,5644.56
2023-01-13,North,Henry,Software Liscense,Closed Lost,Small,7,6299.75,0.0,1,Jan,1,Friday,0,0.0
2023-01-24,North,David,Training,Closed Won,Medium,18,1332.18,23979.24,1,Jan,1,Tuesday,1,1332.18
2023-05-06,West,Carol,Software Liscense,Closed Won,Medium,9,8957.96,80621.64,5,May,2,Saturday,1,8957.96
2023-09-01,North,David,Training,Closed Won,Small,3,7411.74,22235.22,9,Sep,3,Friday,1,7411.74
2023-11-09,West,David,Training,Closed Lost,Large,8,2700.27,0.0,11,Nov,4,Thursday,0,0.0
2023-02-07,West,David,Software Liscense,Closed Won,Medium,19,9168.22,174196.18,2,Feb,1,Tuesday,1,9168.22
2023-08-22,West,Henry,Support Package,Closed Won,Medium,4,10138.72,40554.88,8,Aug,3,Tuesday,1,10138.72
2023-08-01,North,David,Hardware,Closed Won,Medium,18,6580.35,118446.3,8,Aug,3,Tuesday,1,6580.35
2023-11-19,East,Eva,Consulting,Closed Won,Small,11,10665.92,117325.12,11,Nov,4,Sunday,1,10665.92
2023-10-22,West,Henry,Training,Closed Won,Small,14,6455.61,90378.54,10,Oct,4,Sunday,1,6455.61
2023-04-10,South,Eva,Hardware,Closed Lost,Small,18,7817.24,0.0,4,Apr,2,Monday,0,0.0
2023-12-23,North,Henry,Support Package,Closed Won,Small,16,7411.74,118587.84,12,Dec,4,Saturday,1,7411.74
2023-07-16,West,Grace,Consulting,Closed Lost,Small,3,10529.94,0.0,7,Jul,3,Sunday,0,0.0
2023-09-11,West,Bob,Consulting,Closed Won,Large,15,10089.47,151342.05,9,Sep,3,Monday,1,10089.47
2023-07-24,South,Alice,Training,Closed Won,Medium,4,1056.81,4227.24,7,Jul,3,Monday,1,1056.81
2023-05-05,East,David,Software Liscense,Closed Won,Medium,5,5839.63,29198.15,5,May,2,Friday,1,5839.63
2023-03-17,East,Grace,Software License,Closed Won,Large,17,14695.96,249831.32,3,Mar,1,Friday,1,14695.96
2023-12-02,East,Bob,Training,Closed Won,Medium,7,7411.74,51882.18,12,Dec,4,Saturday,1,7411.74
2023-12-19,West,Alice,Support Package,Closed Won,Small,16,7778.21,124451.36,12,Dec,4,Tuesday,1,7778.21
2023-01-03,West,Frank,Software Liscense,Closed Won,Small,14,13693.99,191715.86,1,Jan,1,Tuesday,1,13693.99
2023-02-24,West,Carol,Software Liscense,Closed Won,Medium,16,10900.3,174404.8,2,Feb,1,Friday,1,10900.3
2023-08-06,North,Eva,Training,Closed Won,Medium,7,8940.02,62580.14,8,Aug,3,Sunday,1,8940.02
2023-04-23,South,Frank,Software Liscense,Closed Lost,Small,9,12068.17,0.0,4,Apr,2,Sunday,0,0.0
2023-04-01,West,Henry,Hardware,Closed Lost,Medium,4,13033.31,0.0,4,Apr,2,Saturday,0,0.0
2023-12-23,South,Alice,Consulting,Closed Won,Small,11,7124.88,78373.68,12,Dec,4,Saturday,1,7124.88
2023-09-23,South,Frank,Training,Closed Won,Medium,2,7389.07,14778.14,9,Sep,3,Saturday,1,7389.07
2023-08-26,East,Carol,Support Package,Closed Won,Medium,12,6097.74,73172.88,8,Aug,3,Saturday,1,6097.74
2023-01-26,North,Grace,Hardware,Closed Won,Medium,12,14517.24,174206.88,1,Jan,1,Thursday,1,14517.24
2023-10-13,West,Alice,Training,Closed Won,Large,4,7411.74,29646.96,10,Oct,4,Friday,1,7411.74
2023-05-08,East,Frank,Software Liscense,Closed Lost,Medium,18,1706.73,0.0,5,May,2,Monday,0,0.0
2023-03-04,Unknown,Eva,Software Liscense,Closed Won,Large,7,13012.91,91090.37,3,Mar,1,Saturday,1,13012.91
2023-08-22,West,Eva,Software Liscense,Closed Won,Large,1,7468.12,7468.12,8,Aug,3,Tuesday,1,7468.12
2023-03-10,South,Bob,Software Liscense,Closed Lost,Medium,13,1496.93,0.0,3,Mar,1,Friday,0,0.0
2023-08-26,East,Frank,Support Package,Closed Won,Medium,6,8470.9,50825.4,8,Aug,3,Saturday,1,8470.9
2023-12-08,South,David,Hardware,Closed Lost,Small,6,6548.88,0.0,12,Dec,4,Friday,0,0.0
2023-09-29,North,Frank,Consulting,Closed Won,Small,12,13227.37,158728.44,9,Sep,3,Friday,1,13227.37
2023-10-14,South,Grace,Support Package,Closed Won,Medium,8,3457.92,27663.36,10,Oct,4,Saturday,1,3457.92
2023-11-01,North,Alice,Support Package,Closed Won,Small,19,12483.74,237191.06,11,Nov,4,Wednesday,1,12483.74
2023-06-12,South,Alice,Software License,Closed Won,Small,5,8586.49,42932.45,6,Jun,2,Monday,1,8586.49
2023-08-15,East,Grace,Consulting,Closed Lost,Large,18,1291.85,0.0,8,Aug,3,Tuesday,0,0.0
2023-11-10,East,Frank,Software Liscense,Closed Won,Large,5,14591.76,72958.8,11,Nov,4,Friday,1,14591.76
2023-09-16,North,Grace,Support Package,Closed Lost,Medium,10,7932.92,0.0,9,Sep,3,Saturday,0,0.0
2023-08-07,West,Carol,Training,Closed Won,Small,1,4717.71,4717.71,8,Aug,3,Monday,1,4717.71
2023-10-08,North,Henry,Consulting,Closed Won,Small,10,7306.4,73064.0,10,Oct,4,Sunday,1,7306.4
2023-08-17,North,Grace,Consulting,Closed Won,Small,5,12938.94,64694.7,8,Aug,3,Thursday,1,12938.94
2023-03-23,South,Eva,Hardware,Closed Won,Small,12,4921.1,59053.2,3,Mar,1,Thursday,1,4921.1
2023-09-01,South,Grace,Training,Closed Lost,Small,7,3293.81,0.0,9,Sep,3,Friday,0,0.0
2023-08-19,North,Alice,Training,Closed Won,Small,9,2371.53,21343.77,8,Aug,3,Saturday,1,2371.53
2023-05-13,East,Eva,Consulting,Closed Won,Large,12,4818.96,57827.52,5,May,2,Saturday,1,4818.96
2023-05-07,South,Alice,Software Liscense,Closed Won,Medium,1,11810.7,11810.7,5,May,2,Sunday,1,11810.7
2023-11-23,West,Bob,Hardware,Closed Won,Small,11,7338.58,80724.38,11,Nov,4,Thursday,1,7338.58
2023-05-22,South,David,Training,Closed Won,Small,15,3798.48,56977.2,5,May,2,Monday,1,3798.48
2023-09-24,South,Alice,Consulting,Closed Won,Medium,2,2909.68,5819.36,9,Sep,3,Sunday,1,2909.68
2023-09-06,West,Eva,Training,Closed Lost,Small,7,5324.58,0.0,9,Sep,3,Wednesday,0,0.0
2023-11-17,North,Bob,Hardware,Closed Won,Large,12,14128.9,169546.8,11,Nov,4,Friday,1,14128.9
2023-05-03,West,Alice,Hardware,Closed Won,Small,18,7411.74,133411.32,5,May,2,Wednesday,1,7411.74
2023-05-21,North,Carol,Support Package,Closed Won,Small,3,14827.8,44483.4,5,May,2,Sunday,1,14827.8
2023-08-14,North,Grace,Consulting,Closed Won,Small,7,7535.84,52750.88,8,Aug,3,Monday,1,7535.84
2023-02-09,North,David,Hardware,Closed Lost,Small,11,3097.88,0.0,2,Feb,1,Thursday,0,0.0
2023-05-27,West,Alice,Support Package,Closed Won,Medium,18,13421.53,241587.54,5,May,2,Saturday,1,13421.53
2023-05-01,North,Bob,Support Package,Closed Won,Medium,12,7175.15,86101.8,5,May,2,Monday,1,7175.15
2023-05-20,East,Carol,Training,Closed Won,Medium,6,10790.23,64741.38,5,May,2,Saturday,1,10790.23
2023-06-21,West,Frank,Software License,Closed Won,Small,5,14763.82,73819.1,6,Jun,2,Wednesday,1,14763.82
2023-06-13,East,Bob,Support Package,Closed Won,Medium,1,1227.54,1227.54,6,Jun,2,Tuesday,1,1227.54
2023-10-04,North,Grace,Training,Closed Lost,Medium,12,1902.07,0.0,10,Oct,4,Wednesday,0,0.0
2023-02-11,South,Bob,Hardware,Closed Lost,Large,11,7411.74,0.0,2,Feb,1,Saturday,0,0.0
2023-03-12,North,Carol,Software Liscense,Closed Lost,Small,4,4586.46,0.0,3,Mar,1,Sunday,0,0.0
2023-03-19,East,Bob,Hardware,Closed Won,Small,18,3172.37,57102.66,3,Mar,1,Sunday,1,3172.37
2023-04-29,East,Carol,Support Package,Closed Won,Medium,4,1070.75,4283.0,4,Apr,2,Saturday,1,1070.75
2023-07-16,West,Alice,Support Package,Closed Won,Medium,17,816.78,13885.26,7,Jul,3,Sunday,1,816.78
2023-12-22,South,Henry,Hardware,Closed Won,Small,2,11730.04,23460.08,12,Dec,4,Friday,1,11730.04
2023-03-20,West,Carol,Training,Closed Lost,Small,2,2449.28,0.0,3,Mar,1,Monday,0,0.0
2023-12-28,East,Carol,Training,Closed Won,Small,12,7281.95,87383.4,12,Dec,4,Thursday,1,7281.95
2023-04-20,North,David,Support Package,Closed Lost,Large,6,9285.5,0.0,4,Apr,2,Thursday,0,0.0
2023-02-02,South,Carol,Consulting,Closed Lost,Small,10,6711.1,0.0,2,Feb,1,Thursday,0,0.0
2023-08-01,North,Carol,Training,Closed Won,Large,16,893.05,14288.8,8,Aug,3,Tuesday,1,893.05
2023-07-28,North,Frank,Hardware,Closed Won,Medium,14,11860.77,166050.78,7,Jul,3,Friday,1,11860.77
2023-06-19,South,Henry,Training,Closed Lost,Large,7,652.44,0.0,6,Jun,2,Monday,0,0.0
2023-10-05,West,Alice,Hardware,Closed Won,Medium,19,11547.4,219400.6,10,Oct,4,Thursday,1,11547.4
2023-08-27,North,Grace,Support Package,Closed Lost,Small,17,13452.92,0.0,8,Aug,3,Sunday,0,0.0
2023-08-01,East,David,Training,Closed Won,Large,9,6776.18,60985.62,8,Aug,3,Tuesday,1,6776.18
2023-02-01,North,Frank,Hardware,Closed Won,Small,13,8265.37,107449.81,2,Feb,1,Wednesday,1,8265.37
2023-04-16,South,Eva,Support Package,Closed Won,Large,5,7411.74,37058.7,4,Apr,2,Sunday,1,7411.74
2023-08-04,South,Henry,Consulting,Closed Lost,Medium,5,6143.52,0.0,8,Aug,3,Friday,0,0.0
2023-07-19,South,Alice,Hardware,Closed Won,Small,10,13367.66,133676.6,7,Jul,3,Wednesday,1,13367.66
2023-10-27,West,Alice,Consulting,Closed Lost,Medium,10,13462.04,0.0,10,Oct,4,Friday,0,0.0
2023-12-23,North,Eva,Consulting,Closed Won,Large,7,5369.34,37585.38,12,Dec,4,Saturday,1,5369.34
2023-01-11,West,Grace,Software Liscense,Closed Lost,Small,15,9418.51,0.0,1,Jan,1,Wednesday,0,0.0
2023-10-22,West,Carol,Training,Closed Lost,Medium,7,13940.16,0.0,10,Oct,4,Sunday,0,0.0
2023-07-14,South,Frank,Hardware,Closed Won,Medium,15,7411.74,111176.1,7,Jul,3,Friday,1,7411.74
2023-09-02,South,Bob,Consulting,Closed Won,Medium,3,7879.91,23639.73,9,Sep,3,Saturday,1,7879.91
2023-01-04,West,David,Software Liscense,Closed Lost,Small,19,7065.96,0.0,1,Jan,1,Wednesday,0,0.0
2023-06-30,North,Bob,Support Package,Closed Won,Small,10,4541.07,45410.7,6,Jun,2,Friday,1,4541.07
2023-06-02,East,Eva,Hardware,Closed Lost,Small,15,14403.64,0.0,6,Jun,2,Friday,0,0.0
2023-07-19,West,Alice,Consulting,Closed Won,Medium,3,2570.81,7712.43,7,Jul,3,Wednesday,1,2570.81
2023-08-03,North,Grace,Training,Closed Lost,Small,6,8907.53,0.0,8,Aug,3,Thursday,0,0.0
2023-10-03,South,Alice,Software Liscense,Closed Lost,Large,12,4596.98,0.0,10,Oct,4,Tuesday,0,0.0
2023-10-07,South,David,Consulting,Closed Lost,Small,15,4545.62,0.0,10,Oct,4,Saturday,0,0.0
2023-11-05,North,Alice,Training,Closed Won,Medium,6,6372.04,38232.24,11,Nov,4,Sunday,1,6372.04
2023-04-23,East,Alice,Software License,Closed Won,Small,13,7411.74,96352.62,4,Apr,2,Sunday,1,7411.74
2023-09-07,South,David,Hardware,Closed Won,Small,19,1297.01,24643.19,9,Sep,3,Thursday,1,1297.01
2023-04-23,South,Frank,Hardware,Closed Won,Small,3,8888.86,26666.58,4,Apr,2,Sunday,1,8888.86
2023-05-20,South,Frank,Hardware,Closed Won,Small,8,1697.3,13578.4,5,May,2,Saturday,1,1697.3
2023-08-12,North,David,Software Liscense,Closed Won,Medium,8,2740.55,21924.4,8,Aug,3,Saturday,1,2740.55
2023-09-06,West,Grace,Hardware,Closed Lost,Large,15,6873.66,0.0,9,Sep,3,Wednesday,0,0.0
2023-01-15,South,Eva,Training,Closed Won,Medium,4,7901.67,31606.68,1,Jan,1,Sunday,1,7901.67
2023-07-19,West,Henry,Consulting,Closed Won,Large,19,4252.49,80797.31,7,Jul,3,Wednesday,1,4252.49
2023-06-22,East,Alice,Support Package,Closed Lost,Large,3,5088.63,0.0,6,Jun,2,Thursday,0,0.0
2023-12-09,South,Grace,Training,Closed Won,Medium,13,1761.02,22893.26,12,Dec,4,Saturday,1,1761.02
2023-12-14,South,Alice,Training,Closed Won,Medium,8,4896.69,39173.52,12,Dec,4,Thursday,1,4896.69
2023-07-27,East,Henry,Hardware,Closed Lost,Medium,16,14515.1,0.0,7,Jul,3,Thursday,0,0.0
2023-03-26,South,Eva,Software Liscense,Closed Lost,Small,13,14198.26,0.0,3,Mar,1,Sunday,0,0.0
2023-08-28,West,Frank,Software License,Closed Won,Medium,3,5355.74,16067.22,8,Aug,3,Monday,1,5355.74
2023-03-07,North,Grace,Software Liscense,Closed Won,Small,16,8777.38,140438.08,3,Mar,1,Tuesday,1,8777.38
2023-11-15,West,Carol,Consulting,Closed Lost,Medium,9,13689.13,0.0,11,Nov,4,Wednesday,0,0.0
2023-10-01,North,Carol,Consulting,Closed Won,Medium,14,589.67,8255.38,10,Oct,4,Sunday,1,589.67
2023-01-14,North,Henry,Software Liscense,Closed Won,Small,13,12254.91,159313.83,1,Jan,1,Saturday,1,12254.91
2023-07-21,West,Carol,Training,Closed Won,Small,7,14251.36,99759.52,7,Jul,3,Friday,1,14251.36
2023-10-31,West,Frank,Consulting,Closed Won,Large,15,1824.22,27363.3,10,Oct,4,Tuesday,1,1824.22
2023-10-16,West,Henry,Software Liscense,Closed Won,Medium,7,2840.99,19886.93,10,Oct,4,Monday,1,2840.99
2023-12-06,West,Frank,Consulting,Closed Won,Small,6,14430.82,86584.92,12,Dec,4,Wednesday,1,14430.82
